x,y,z
-1.258903568028878,3.321420344287214,3.2988006596809907
0.12422198681230971,-2.4973295317700246,6.341171490920891
-1.9483309797116928,1.6762077293813342,6.999995562280552
1.0962492549792697,-5.0631340652610834,9.32258312148416
3.1197535549232827,-1.4731497381759595,4.022231324242978
-3.0414451237205866,-1.6641318787017698,5.273658764041289
-1.3293992493263627,-1.2776503484687414,7.588691166332868
-4.378206973312656,-1.9435303895976725,7.945924251439456
0.09592825209415733,2.1526251093320354,1.3415199788935734
0.7601841600335889,1.5334311389501654,1.842283714696929
0.04700535911934369,-2.231234321726618,5.750177653077391
3.676005753870108,3.4333389307954474,3.418314502726057
-2.583309857508978,-2.3359754104935058,5.609011646279821
-0.04570783657498694,-2.836424751606425,5.843835558557715
-3.09627077040788,3.0733435868126397,0.7095519940731877
0.2280718948915866,-1.9281420366329587,8.037619958134034
0.5850898996814129,-3.0527919001867874,8.504512373395809
3.5069037704206405,2.9463529979094845,3.7130547809934455
1.2643299074065157,2.900439730083079,0.858248751600429
-4.447235002263586,-3.3140799076508296,6.099178262603204
-1.310778640817656,-2.147085097059011,4.880139671029724
-1.4333404887864318,-1.3611196549856082,5.0021403687992905
-2.711874730232313,2.480392829742227,0.6586484212668156
5.741043989821897,2.21200732105033,1.0248903284187574
-2.4343569256924957,1.3033895849710584,6.659143808881897
1.7593929306780747,2.603237874885567,1.0662239765503376
-0.051384731226049224,-4.030161483838912,7.408640520872452
0.36214515620766324,0.06040025284590128,2.3652642567820275
-2.388409063116946,-1.446538707946573,4.7738178605453525
1.1626709728937283,3.424099212105623,1.2164435706397554
-2.5407622322767662,1.129600938807636,7.469714153390153
0.810625784053833,2.9475493061468026,1.7703187382426746
0.11132913186256249,0.9369654564054939,1.6890260583705912
-4.88304011467346,-3.309293334112657,6.529064971595968
-1.7895058166106241,0.18984803812100834,7.8322631216912795
-2.265192875828723,-1.1076375986886577,6.396013738485212
-4.082079601375962,-2.838569187427632,5.7526400514337075
-1.7064333521734314,2.5583703680314773,7.483294641636719
-0.2414387753168936,3.046829587413358,5.746903227932031
-2.0159307326711775,2.798489427459614,4.691115214705018
3.2955266473918616,3.9407624259529306,0.8514046926545481
-4.909687927517696,-2.385870048568967,5.6046535766818035
5.126610770576802,2.3072223485126737,1.0079028014427878
-0.1664968075286144,0.35651514440230125,2.151303886048538
-3.626752867033143,-1.7398478979574423,7.906808608110381
-1.2017730353955074,-0.11392177818209519,7.7934607982698285
-1.0065661285494556,2.591341160789595,7.41791589940184
-1.675654970759846,-0.007380928536383911,7.294345923421374
-3.0464448223011,-2.6396926814595005,6.014720869465474
0.23479017653274012,-3.584987081040142,6.321678449793032
3.962563212327981,-0.7221920541975086,3.8906290644593
0.07747753885391706,3.010267139300676,0.972490411259897
1.1677883510784668,2.6103388679090216,1.4117201985539751
3.205632827982284,-0.4696352752019297,4.0007715186009
